Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1926,9,-0.176,-0.150,-0.141,-0.160,
1926,10,-0.141,-0.150,-0.141,-0.160,
1926,11,-0.220,-0.150,-0.140,-0.160,
1926,12,-0.158,-0.150,-0.140,-0.159,
1927,1,-0.200,-0.150,-0.140,-0.159,
1927,2,-0.107,-0.149,-0.140,-0.159,
1927,3,-0.165,-0.149,-0.140,-0.159,
1927,4,-0.195,-0.149,-0.140,-0.159,
1927,5,-0.153,-0.149,-0.139,-0.158,
1927,6,-0.155,-0.149,-0.139,-0.158,
1927,7,-0.173,-0.149,-0.139,-0.158,
1927,8,-0.139,-0.148,-0.139,-0.158,
1927,9,-0.130,-0.148,-0.139,-0.158,
1927,10,-0.126,-0.148,-0.139,-0.158,
1927,11,-0.138,-0.148,-0.138,-0.157,
1927,12,-0.061,-0.148,-0.138,-0.157,
1928,1,-0.173,-0.148,-0.138,-0.157,
1928,2,-0.207,-0.147,-0.138,-0.157,
1928,3,-0.165,-0.147,-0.138,-0.157,
1928,4,-0.214,-0.147,-0.138,-0.156,
1928,5,-0.146,-0.147,-0.138,-0.156,
1928,6,-0.146,-0.147,-0.137,-0.156,
1928,7,-0.142,-0.147,-0.137,-0.156,
1928,8,-0.139,-0.146,-0.137,-0.156,
1928,9,-0.134,-0.146,-0.137,-0.156,
1928,10,-0.190,-0.146,-0.137,-0.155,
1928,11,-0.205,-0.146,-0.137,-0.155,
1928,12,-0.222,-0.146,-0.136,-0.155,
1929,1,-0.243,-0.146,-0.136,-0.155,
1929,2,-0.152,-0.145,-0.136,-0.155,
1929,3,-0.132,-0.145,-0.136,-0.154,
1929,4,-0.076,-0.145,-0.136,-0.154,
1929,5,-0.217,-0.145,-0.136,-0.154,
1929,6,-0.149,-0.145,-0.135,-0.154,
1929,7,-0.185,-0.145,-0.135,-0.154,
1929,8,-0.170,-0.144,-0.135,-0.154,
1929,9,-0.161,-0.144,-0.135,-0.153,
1929,10,-0.215,-0.144,-0.135,-0.153,
1929,11,-0.208,-0.144,-0.135,-0.153,
1929,12,-0.210,-0.144,-0.135,-0.153,
1930,1,-0.228,-0.143,-0.134,-0.153,
1930,2,-0.195,-0.143,-0.134,-0.152,
1930,3,-0.190,-0.143,-0.134,-0.152,
1930,4,-0.241,-0.143,-0.134,-0.152,
1930,5,-0.180,-0.143,-0.134,-0.152,
1930,6,-0.228,-0.143,-0.134,-0.152,
1930,7,-0.149,-0.142,-0.133,-0.151,
1930,8,-0.149,-0.142,-0.133,-0.151,
1930,9,-0.143,-0.142,-0.133,-0.151,
1930,10,-0.099,-0.142,-0.133,-0.151,
1930,11,-0.229,-0.142,-0.133,-0.151,
1930,12,-0.161,-0.142,-0.133,-0.151,
1931,1,-0.148,-0.141,-0.132,-0.150,
1931,2,-0.180,-0.141,-0.132,-0.150,
1931,3,-0.040,-0.141,-0.132,-0.150,
1931,4,-0.156,-0.141,-0.132,-0.150,
1931,5,-0.156,-0.141,-0.132,-0.150,
1931,6,-0.085,-0.141,-0.132,-0.149,
1931,7,-0.115,-0.140,-0.132,-0.149,
1931,8,-0.115,-0.140,-0.131,-0.149,
1931,9,-0.109,-0.140,-0.131,-0.149,
1931,10,-0.135,-0.140,-0.131,-0.149,
1931,11,-0.217,-0.140,-0.131,-0.149,
1931,12,-0.167,-0.140,-0.131,-0.148,
1932,1,-0.103,-0.139,-0.131,-0.148,
1932,2,-0.101,-0.139,-0.130,-0.148,
1932,3,-0.116,-0.139,-0.130,-0.148,
1932,4,-0.150,-0.139,-0.130,-0.148,
1932,5,-0.220,-0.139,-0.130,-0.147,
1932,6,-0.168,-0.139,-0.130,-0.147,
1932,7,-0.124,-0.138,-0.130,-0.147,
1932,8,-0.149,-0.138,-0.129,-0.147,
1932,9,-0.091,-0.138,-0.129,-0.147,
1932,10,-0.172,-0.138,-0.129,-0.147,
1932,11,-0.089,-0.138,-0.129,-0.146,
1932,12,-0.125,-0.138,-0.129,-0.146,
1933,1,-0.057,-0.137,-0.129,-0.146,
1933,2,-0.134,-0.137,-0.129,-0.146,
1933,3,-0.104,-0.137,-0.128,-0.146,
1933,4,-0.089,-0.137,-0.128,-0.145,
1933,5,-0.119,-0.137,-0.128,-0.145,
1933,6,-0.116,-0.136,-0.128,-0.145,
1933,7,-0.112,-0.136,-0.128,-0.145,
1933,8,-0.112,-0.136,-0.128,-0.145,
1933,9,-0.076,-0.136,-0.127,-0.145,
1933,10,-0.135,-0.136,-0.127,-0.144,
1933,11,-0.156,-0.136,-0.127,-0.144,
1933,12,-0.146,-0.135,-0.127,-0.144,
1934,1,-0.154,-0.135,-0.127,-0.144,
1934,2,-0.204,-0.135,-0.127,-0.144,
1934,3,-0.251,-0.135,-0.126,-0.143,
1934,4,-0.131,-0.135,-0.126,-0.143,
1934,5,-0.189,-0.135,-0.126,-0.143,
1934,6,-0.116,-0.134,-0.126,-0.143,
1934,7,-0.133,-0.134,-0.126,-0.143,
1934,8,-0.170,-0.134,-0.126,-0.142,
1934,9,-0.121,-0.134,-0.126,-0.142,
1934,10,-0.099,-0.134,-0.125,-0.142,
1934,11,-0.177,-0.134,-0.125,-0.142,
1934,12,-0.137,-0.133,-0.125,-0.142,
1940,1,-0.121,-0.123,-0.115,-0.131,
1940,2,-0.015,-0.123,-0.115,-0.130,
1940,3,-0.116,-0.123,-0.115,-0.130,
1940,4,-0.101,-0.122,-0.115,-0.130,
1940,5,-0.082,-0.122,-0.115,-0.130,
1940,6,-0.094,-0.122,-0.115,-0.130,
1940,7,-0.130,-0.122,-0.114,-0.129,
1940,8,-0.164,-0.122,-0.114,-0.129,
1940,9,-0.134,-0.122,-0.114,-0.129,
1940,10,-0.129,-0.121,-0.114,-0.129,
1940,11,-0.150,-0.121,-0.114,-0.129,
1940,12,-0.125,-0.121,-0.114,-0.129,
